Parameter,Row index,Col index,Well specified value,Misspecified value,run_ID,n,m,K,s,nu
pp,1,1,0.9995,0.9951882065882499,451,100001,2,50,1,10
pp,2,1,5e-4,0.0015077198029178906,451,100001,2,50,1,10
pp,1,2,5e-4,0.004811793411749993,451,100001,2,50,1,10
pp,2,2,0.9995,0.9984922801970821,451,100001,2,50,1,10
s,1,1,1,1,451,100001,2,50,1,10
Pi,1,1,0.5,0.5,452,100001,2,500,1,10
Pi,2,1,0.5,0.5,452,100001,2,500,1,10
pp,1,1,0.995,0.9661506621533118,452,100001,2,500,1,10
pp,2,1,0.005,0.03537803949769377,452,100001,2,500,1,10
pp,1,2,0.005,0.033849337846688164,452,100001,2,500,1,10
pp,2,2,0.995,0.9646219605023063,452,100001,2,500,1,10
s,1,1,1,1,452,100001,2,500,1,10
Pi,1,1,0.5,0.5,453,100001,2,50,1,10
Pi,2,1,0.5,0.5,453,100001,2,50,1,10
pp,1,1,0.9995,0.9968506591390826,453,100001,2,50,1,10
pp,2,1,5e-4,5.334574489202813e-4,453,100001,2,50,1,10
pp,1,2,5e-4,0.0031493408609174016,453,100001,2,50,1,10
pp,2,2,0.9995,0.9994665425510797,453,100001,2,50,1,10
s,1,1,1,1,453,100001,2,50,1,10
Pi,1,1,0.5,0.5,454,100001,2,1000,1,10
Pi,2,1,0.5,0.5,454,100001,2,1000,1,10
pp,1,1,0.99,0.9114371260266741,454,100001,2,1000,1,10
pp,2,1,0.01,0.08525025269336252,454,100001,2,1000,1,10
pp,1,2,0.01,0.08856287397332589,454,100001,2,1000,1,10
pp,2,2,0.99,0.9147497473066375,454,100001,2,1000,1,10
s,1,1,1,1,454,100001,2,1000,1,10
Pi,1,1,0.5,0.5,455,100001,2,10,1,10
Pi,2,1,0.5,0.5,455,100001,2,10,1,10
pp,1,1,0.9999,0.9996772144738124,455,100001,2,10,1,10
pp,2,1,1e-4,2.479833296004068e-4,455,100001,2,10,1,10
pp,1,2,1e-4,3.227855261875775e-4,455,100001,2,10,1,10
pp,2,2,0.9999,0.9997520166703995,455,100001,2,10,1,10
s,1,1,1,1,455,100001,2,10,1,10
Pi,1,1,0.5,0.5,456,100001,2,500,1,10
Pi,2,1,0.5,0.5,456,100001,2,500,1,10
pp,1,1,0.995,0.9697877182003536,456,100001,2,500,1,10
pp,2,1,0.005,0.008135609381565559,456,100001,2,500,1,10
pp,1,2,0.005,0.030212281799646506,456,100001,2,500,1,10
pp,2,2,0.995,0.9918643906184346,456,100001,2,500,1,10
s,1,1,1,1,456,100001,2,500,1,10
Pi,1,1,0.5,0.5,457,100001,2,1000,1,10
Pi,2,1,0.5,0.5,457,100001,2,1000,1,10
pp,1,1,0.99,0.9549493992677933,457,100001,2,1000,1,10
pp,2,1,0.01,0.08069155824869911,457,100001,2,1000,1,10
pp,1,2,0.01,0.04505060073220677,457,100001,2,1000,1,10
pp,2,2,0.99,0.919308441751301,457,100001,2,1000,1,10
s,1,1,1,1,457,100001,2,1000,1,10
Pi,1,1,0.5,0.5,458,100001,2,10,1,10
Pi,2,1,0.5,0.5,458,100001,2,10,1,10
pp,1,1,0.9999,0.9996870231060024,458,100001,2,10,1,10
pp,2,1,1e-4,8.13034014819206e-4,458,100001,2,10,1,10
pp,1,2,1e-4,3.1297689399755407e-4,458,100001,2,10,1,10
pp,2,2,0.9999,0.9991869659851808,458,100001,2,10,1,10
s,1,1,1,1,458,100001,2,10,1,10
Pi,1,1,0.5,0.5,459,100001,2,50,1,10
Pi,2,1,0.5,0.5,459,100001,2,50,1,10
pp,1,1,0.9995,0.9964407460146022,459,100001,2,50,1,10
pp,2,1,5e-4,0.0019011468338681616,459,100001,2,50,1,10
pp,1,2,5e-4,0.003559253985397834,459,100001,2,50,1,10
pp,2,2,0.9995,0.9980988531661318,459,100001,2,50,1,10
s,1,1,1,1,459,100001,2,50,1,10
Pi,1,1,0.5,0.5,460,100001,2,2,1,10
Pi,2,1,0.5,0.5,460,100001,2,2,1,10
pp,1,1,0.99998,0.9999473791848096,460,100001,2,2,1,10
pp,2,1,2e-5,6.348661320680373e-5,460,100001,2,2,1,10
pp,1,2,2e-5,5.262081519028305e-5,460,100001,2,2,1,10
pp,2,2,0.99998,0.9999365133867932,460,100001,2,2,1,10
s,1,1,1,1,460,100001,2,2,1,10
Pi,1,1,0.5,0.5,461,100001,2,100,1,10
Pi,2,1,0.5,0.5,461,100001,2,100,1,10
pp,1,1,0.999,0.994554044117343,461,100001,2,100,1,10
pp,2,1,0.001,1.0799039621233746e-4,461,100001,2,100,1,10
pp,1,2,0.001,0.005445955882657018,461,100001,2,100,1,10
pp,2,2,0.999,0.9998920096037877,461,100001,2,100,1,10
s,1,1,1,1,461,100001,2,100,1,10
Pi,1,1,0.5,0.5,462,100001,2,500,1,10
Pi,2,1,0.5,0.5,462,100001,2,500,1,10
pp,1,1,0.995,0.969866286611415,462,100001,2,500,1,10
pp,2,1,0.005,0.03586728734849895,462,100001,2,500,1,10
pp,1,2,0.005,0.030133713388584917,462,100001,2,500,1,10
pp,2,2,0.995,0.9641327126515011,462,100001,2,500,1,10
s,1,1,1,1,462,100001,2,500,1,10
Pi,1,1,0.5,0.5,463,100001,2,500,1,10
Pi,2,1,0.5,0.5,463,100001,2,500,1,10
pp,1,1,0.995,0.9667151278542818,463,100001,2,500,1,10
pp,2,1,0.005,0.028613614714286584,463,100001,2,500,1,10
pp,1,2,0.005,0.03328487214571822,463,100001,2,500,1,10
pp,2,2,0.995,0.9713863852857134,463,100001,2,500,1,10
s,1,1,1,1,463,100001,2,500,1,10
Pi,1,1,0.5,0.5,464,100001,2,200,1,10
Pi,2,1,0.5,0.5,464,100001,2,200,1,10
pp,1,1,0.998,0.985354705080925,464,100001,2,200,1,10
pp,2,1,0.002,0.017942044693957993,464,100001,2,200,1,10
pp,1,2,0.002,0.014645294919075031,464,100001,2,200,1,10
pp,2,2,0.998,0.9820579553060421,464,100001,2,200,1,10
s,1,1,1,1,464,100001,2,200,1,10
Pi,1,1,0.5,0.5,465,100001,2,100,1,10
Pi,2,1,0.5,0.5,465,100001,2,100,1,10
pp,1,1,0.999,0.9945514913616124,465,100001,2,100,1,10
pp,2,1,0.001,0.006023361712773195,465,100001,2,100,1,10
pp,1,2,0.001,0.005448508638387613,465,100001,2,100,1,10
pp,2,2,0.999,0.9939766382872268,465,100001,2,100,1,10
s,1,1,1,1,465,100001,2,100,1,10
Pi,1,1,0.5,0.5,466,100001,2,2,1,10
Pi,2,1,0.5,0.5,466,100001,2,2,1,10
pp,1,1,0.99998,0.9998284276767866,466,100001,2,2,1,10
pp,2,1,2e-5,1.6484969547962645e-4,466,100001,2,2,1,10
pp,1,2,2e-5,1.7157232321347133e-4,466,100001,2,2,1,10
pp,2,2,0.99998,0.9998351503045203,466,100001,2,2,1,10
s,1,1,1,1,466,100001,2,2,1,10
Pi,1,1,0.5,0.5,467,100001,2,5,1,10
Pi,2,1,0.5,0.5,467,100001,2,5,1,10
pp,1,1,0.99995,0.9999704076445471,467,100001,2,5,1,10
pp,2,1,5e-5,8.540498820698702e-5,467,100001,2,5,1,10
pp,1,2,5e-5,2.959235545285594e-5,467,100001,2,5,1,10
pp,2,2,0.99995,0.999914595011793,467,100001,2,5,1,10
s,1,1,1,1,467,100001,2,5,1,10
Pi,1,1,0.5,0.5,468,100001,2,10,1,10
Pi,2,1,0.5,0.5,468,100001,2,10,1,10
pp,1,1,0.9999,0.9991868168908228,468,100001,2,10,1,10
pp,2,1,1e-4,2.0116871656148056e-4,468,100001,2,10,1,10
pp,1,2,1e-4,8.131831091771566e-4,468,100001,2,10,1,10
pp,2,2,0.9999,0.9997988312834384,468,100001,2,10,1,10
s,1,1,1,1,468,100001,2,10,1,10
Pi,1,1,0.5,0.5,469,100001,2,5,1,10
Pi,2,1,0.5,0.5,469,100001,2,5,1,10
pp,1,1,0.99995,0.99955814432807355,469,100001,2,5,1,10
pp,2,1,5e-5,3.645574266395329e-4,469,100001,2,5,1,10
pp,1,2,5e-5,4.418556719263822e-4,469,100001,2,5,1,10
pp,2,2,0.99995,0.9996354425733605,469,100001,2,5,1,10
s,1,1,1,1,469,100001,2,5,1,10
Pi,1,1,0.5,0.5,470,100001,2,20,1,10
Pi,2,1,0.5,0.5,470,100001,2,20,1,10
pp,1,1,0.9998,0.9994526425573471,470,100001,2,20,1,10
pp,2,1,2e-4,5.658797716126483e-4,470,100001,2,20,1,10
pp,1,2,2e-4,5.473574426528061e-4,470,100001,2,20,1,10
pp,2,2,0.9998,0.9994341202283874,470,100001,2,20,1,10
s,1,1,1,1,470,100001,2,20,1,10
Pi,1,1,0.5,0.5,471,100001,2,1,1,10
Pi,2,1,0.5,0.5,471,100001,2,1,1,10
pp,1,1,0.99999,0.9999403149524899,471,100001,2,1,1,10
pp,2,1,1e-5,1.0668824131052478e-5,471,100001,2,1,1,10
pp,1,2,1e-5,5.968504751008412e-5,471,100001,2,1,1,10
pp,2,2,0.99999,0.9999893311758689,471,100001,2,1,1,10
s,1,1,1,1,471,100001,2,1,1,10
Pi,1,1,0.5,0.5,472,100001,2,1000,1,10
Pi,2,1,0.5,0.5,472,100001,2,1000,1,10
pp,1,1,0.99,0.9130483125283971,472,100001,2,1000,1,10
pp,2,1,0.01,0.0014227202008086526,472,100001,2,1000,1,10
pp,1,2,0.01,0.0869516874716028,472,100001,2,1000,1,10
pp,2,2,0.99,0.9985772797991913,472,100001,2,1000,1,10
s,1,1,1,1,472,100001,2,1000,1,10
Pi,1,1,0.5,0.5,473,100001,2,500,1,10
Pi,2,1,0.5,0.5,473,100001,2,500,1,10
pp,1,1,0.995,0.9887944924235139,473,100001,2,500,1,10
pp,2,1,0.005,0.018824669200003936,473,100001,2,500,1,10
pp,1,2,0.005,0.0112055075764861,473,100001,2,500,1,10
pp,2,2,0.995,0.9811753307999962,473,100001,2,500,1,10
s,1,1,1,1,473,100001,2,500,1,10
Pi,1,1,0.5,0.5,474,100001,2,5,1,10
Pi,2,1,0.5,0.5,474,100001,2,5,1,10
pp,1,1,0.99995,0.9999799603383351,474,100001,2,5,1,10
pp,2,1,5e-5,4.63197191589331e-4,474,100001,2,5,1,10
pp,1,2,5e-5,2.0039661664924076e-5,474,100001,2,5,1,10
pp,2,2,0.99995,0.9995368028084107,474,100001,2,5,1,10
s,1,1,1,1,474,100001,2,5,1,10
Pi,1,1,0.5,0.5,475,100001,2,1,1,10
Pi,2,1,0.5,0.5,475,100001,2,1,1,10
pp,1,1,0.99999,0.9999680078675239,475,100001,2,1,1,10
pp,2,1,1e-5,3.468839745907086e-5,475,100001,2,1,1,10
pp,1,2,1e-5,3.199213247601426e-5,475,100001,2,1,1,10
pp,2,2,0.99999,0.999965311602541,475,100001,2,1,1,10
s,1,1,1,1,475,100001,2,1,1,10
Pi,1,1,0.5,0.5,476,100001,2,2,1,10
Pi,2,1,0.5,0.5,476,100001,2,2,1,10
pp,1,1,0.99998,0.9998461768712906,476,100001,2,2,1,10
pp,2,1,2e-5,1.1765127892207346e-4,476,100001,2,2,1,10
pp,1,2,2e-5,1.5382312870948e-4,476,100001,2,2,1,10
pp,2,2,0.99998,0.9998823487210781,476,100001,2,2,1,10
s,1,1,1,1,476,100001,2,2,1,10
Pi,1,1,0.5,0.5,477,100001,2,1000,1,10
Pi,2,1,0.5,0.5,477,100001,2,1000,1,10
pp,1,1,0.99,0.9859788675257383,477,100001,2,1000,1,10
pp,2,1,0.01,0.032534954024321334,477,100001,2,1000,1,10
pp,1,2,0.01,0.0140211324742617,477,100001,2,1000,1,10
pp,2,2,0.99,0.9674650459756787,477,100001,2,1000,1,10
s,1,1,1,1,477,100001,2,1000,1,10
Pi,1,1,0.5,0.5,478,100001,2,1000,1,10
Pi,2,1,0.5,0.5,478,100001,2,1000,1,10
pp,1,1,0.99,0.9339530705621761,478,100001,2,1000,1,10
pp,2,1,0.01,0.08172344782550617,478,100001,2,1000,1,10
pp,1,2,0.01,0.06604692943782395,478,100001,2,1000,1,10
pp,2,2,0.99,0.9182765521744938,478,100001,2,1000,1,10
s,1,1,1,1,478,100001,2,1000,1,10
Pi,1,1,0.5,0.5,479,100001,2,5,1,10
Pi,2,1,0.5,0.5,479,100001,2,5,1,10
pp,1,1,0.99995,0.9996735916667263,479,100001,2,5,1,10
pp,2,1,5e-5,1.6695689794401898e-4,479,100001,2,5,1,10
pp,1,2,5e-5,3.2640833327369264e-4,479,100001,2,5,1,10
pp,2,2,0.99995,0.999833043102056,479,100001,2,5,1,10
s,1,1,1,1,479,100001,2,5,1,10
Pi,1,1,0.5,0.5,480,100001,2,1,1,10
Pi,2,1,0.5,0.5,480,100001,2,1,1,10
pp,1,1,0.99999,0.9999813238688895,480,100001,2,1,1,10
pp,2,1,1e-5,2.4135333176562706e-5,480,100001,2,1,1,10
pp,1,2,1e-5,1.867613111046773e-5,480,100001,2,1,1,10
pp,2,2,0.99999,0.9999758646668235,480,100001,2,1,1,10
s,1,1,1,1,480,100001,2,1,1,10
Pi,1,1,0.5,0.5,481,100001,2,20,1,10
Pi,2,1,0.5,0.5,481,100001,2,20,1,10
pp,1,1,0.9998,0.9998959252986996,481,100001,2,20,1,10
pp,2,1,2e-4,0.00010667387628790959,481,100001,2,20,1,10
pp,1,2,2e-4,1.0407470130031375e-4,481,100001,2,20,1,10
pp,2,2,0.9998,0.9998933261237121,481,100001,2,20,1,10
s,1,1,1,1,481,100001,2,20,1,10
Pi,1,1,0.5,0.5,482,100001,2,2,1,10
Pi,2,1,0.5,0.5,482,100001,2,2,1,10
pp,1,1,0.99998,0.9999251915007143,482,100001,2,2,1,10
pp,2,1,2e-5,1.7238579514814372e-4,482,100001,2,2,1,10
pp,1,2,2e-5,7.480849928560951e-5,482,100001,2,2,1,10
pp,2,2,0.99998,0.9998276142048518,482,100001,2,2,1,10
s,1,1,1,1,482,100001,2,2,1,10
Pi,1,1,0.5,0.5,483,100001,2,20,1,10
Pi,2,1,0.5,0.5,483,100001,2,20,1,10
pp,1,1,0.9998,0.999268018403069,483,100001,2,20,1,10
pp,2,1,2e-4,0.0012766538563768785,483,100001,2,20,1,10
pp,1,2,2e-4,7.319815969309641e-4,483,100001,2,20,1,10
pp,2,2,0.9998,0.9987233461436231,483,100001,2,20,1,10
s,1,1,1,1,483,100001,2,20,1,10
Pi,1,1,0.5,0.5,484,100001,2,1,1,10
Pi,2,1,0.5,0.5,484,100001,2,1,1,10
pp,1,1,0.99999,0.9999265364842482,484,100001,2,1,1,10
pp,2,1,1e-5,5.446447133330284e-5,484,100001,2,1,1,10
pp,1,2,1e-5,7.346351575169904e-5,484,100001,2,1,1,10
pp,2,2,0.99999,0.9999455355286667,484,100001,2,1,1,10
s,1,1,1,1,484,100001,2,1,1,10
Pi,1,1,0.5,0.5,485,100001,2,10,1,10
Pi,2,1,0.5,0.5,485,100001,2,10,1,10
pp,1,1,0.9999,0.99949257023329,485,100001,2,10,1,10
pp,2,1,1e-4,2.4251604728115662e-5,485,100001,2,10,1,10
pp,1,2,1e-4,5.074297667101161e-4,485,100001,2,10,1,10
pp,2,2,0.9999,0.9999757483952718,485,100001,2,10,1,10
s,1,1,1,1,485,100001,2,10,1,10
Pi,1,1,0.5,0.5,486,100001,2,20,1,10
Pi,2,1,0.5,0.5,486,100001,2,20,1,10
pp,1,1,0.9998,0.9988917876233113,486,100001,2,20,1,10
pp,2,1,2e-4,0.0016508456992892866,486,100001,2,20,1,10
pp,1,2,2e-4,0.0011082123766886836,486,100001,2,20,1,10
pp,2,2,0.9998,0.9983491543007107,486,100001,2,20,1,10
s,1,1,1,1,486,100001,2,20,1,10
Pi,1,1,0.5,0.5,487,100001,2,50,1,10
Pi,2,1,0.5,0.5,487,100001,2,50,1,10
pp,1,1,0.9995,0.9960410422341943,487,100001,2,50,1,10
pp,2,1,5e-4,3.924345116937961e-4,487,100001,2,50,1,10
pp,1,2,5e-4,0.003958957765805572,487,100001,2,50,1,10
pp,2,2,0.9995,0.9996075654883062,487,100001,2,50,1,10
s,1,1,1,1,487,100001,2,50,1,10
Pi,1,1,0.5,0.5,488,100001,2,50,1,10
Pi,2,1,0.5,0.5,488,100001,2,50,1,10
pp,1,1,0.9995,0.9975333521771055,488,100001,2,50,1,10
pp,2,1,5e-4,0.001585306705334093,488,100001,2,50,1,10
pp,1,2,5e-4,0.002466647822894518,488,100001,2,50,1,10
pp,2,2,0.9995,0.9984146932946658,488,100001,2,50,1,10
s,1,1,1,1,488,100001,2,50,1,10
Pi,1,1,0.5,0.5,489,100001,2,20,1,10
Pi,2,1,0.5,0.5,489,100001,2,20,1,10
pp,1,1,0.9998,0.9987618299491173,489,100001,2,20,1,10
pp,2,1,2e-4,0.0012748924127034564,489,100001,2,20,1,10
pp,1,2,2e-4,0.001238170050882658,489,100001,2,20,1,10
pp,2,2,0.9998,0.9987251075872965,489,100001,2,20,1,10
s,1,1,1,1,489,100001,2,20,1,10
Pi,1,1,0.5,0.5,490,100001,2,100,1,10
Pi,2,1,0.5,0.5,490,100001,2,100,1,10
pp,1,1,0.999,0.9919419050965774,490,100001,2,100,1,10
pp,2,1,0.001,0.003316875927091251,490,100001,2,100,1,10
pp,1,2,0.001,0.00805809490342258,490,100001,2,100,1,10
pp,2,2,0.999,0.9966831240729087,490,100001,2,100,1,10
s,1,1,1,1,490,100001,2,100,1,10
Pi,1,1,0.5,0.5,491,100001,2,500,1,10
Pi,2,1,0.5,0.5,491,100001,2,500,1,10
pp,1,1,0.995,0.9629448581587333,491,100001,2,500,1,10
pp,2,1,0.005,0.028512818471762895,491,100001,2,500,1,10
pp,1,2,0.005,0.03705514184126675,491,100001,2,500,1,10
pp,2,2,0.995,0.9714871815282372,491,100001,2,500,1,10
s,1,1,1,1,491,100001,2,500,1,10
Pi,1,1,0.5,0.5,492,100001,2,1,1,10
Pi,2,1,0.5,0.5,492,100001,2,1,1,10
pp,1,1,0.99999,0.9999338233872623,492,100001,2,1,1,10
pp,2,1,1e-5,1.1727915879828451e-5,492,100001,2,1,1,10
pp,1,2,1e-5,6.617661273772774e-5,492,100001,2,1,1,10
pp,2,2,0.99999,0.9999882720841201,492,100001,2,1,1,10
s,1,1,1,1,492,100001,2,1,1,10
Pi,1,1,0.5,0.5,493,100001,2,1,1,10
Pi,2,1,0.5,0.5,493,100001,2,1,1,10
pp,1,1,0.99999,0.9999527241172402,493,100001,2,1,1,10
pp,2,1,1e-5,4.98089484627922e-5,493,100001,2,1,1,10
pp,1,2,1e-5,4.727588275980986e-5,493,100001,2,1,1,10
pp,2,2,0.99999,0.9999501910515372,493,100001,2,1,1,10
s,1,1,1,1,493,100001,2,1,1,10
Pi,1,1,0.5,0.5,494,100001,2,500,1,10
Pi,2,1,0.5,0.5,494,100001,2,500,1,10
pp,1,1,0.995,0.9525894066536695,494,100001,2,500,1,10
pp,2,1,0.005,0.014170093420769643,494,100001,2,500,1,10
pp,1,2,0.005,0.04741059334633055,494,100001,2,500,1,10
pp,2,2,0.995,0.9858299065792304,494,100001,2,500,1,10
s,1,1,1,1,494,100001,2,500,1,10
Pi,1,1,0.5,0.5,495,100001,2,2,1,10
Pi,2,1,0.5,0.5,495,100001,2,2,1,10
pp,1,1,0.99998,0.999807025897767,495,100001,2,2,1,10
pp,2,1,2e-5,1.1522308429209719e-4,495,100001,2,2,1,10
pp,1,2,2e-5,1.9297410223293254e-4,495,100001,2,2,1,10
pp,2,2,0.99998,0.999884776915708,495,100001,2,2,1,10
s,1,1,1,1,495,100001,2,2,1,10
Pi,1,1,0.5,0.5,496,100001,2,100,1,10
Pi,2,1,0.5,0.5,496,100001,2,100,1,10
pp,1,1,0.999,0.9965776294018285,496,100001,2,100,1,10
pp,2,1,0.001,0.005861909746627361,496,100001,2,100,1,10
pp,1,2,0.001,0.003422370598171564,496,100001,2,100,1,10
pp,2,2,0.999,0.9941380902533726,496,100001,2,100,1,10
s,1,1,1,1,496,100001,2,100,1,10
Pi,1,1,0.5,0.5,497,100001,2,1000,1,10
Pi,2,1,0.5,0.5,497,100001,2,1000,1,10
pp,1,1,0.99,0.9658239199719336,497,100001,2,1000,1,10
pp,2,1,0.01,0.07079964523210674,497,100001,2,1000,1,10
pp,1,2,0.01,0.03417608002806643,497,100001,2,1000,1,10
pp,2,2,0.99,0.9292003547678932,497,100001,2,1000,1,10
s,1,1,1,1,497,100001,2,1000,1,10
Pi,1,1,0.5,0.5,498,100001,2,1000,1,10
Pi,2,1,0.5,0.5,498,100001,2,1000,1,10
pp,1,1,0.99,0.9602894719189505,498,100001,2,1000,1,10
pp,2,1,0.01,0.08952324587729454,498,100001,2,1000,1,10
pp,1,2,0.01,0.03971052808104948,498,100001,2,1000,1,10
pp,2,2,0.99,0.9104767541227056,498,100001,2,1000,1,10
s,1,1,1,1,498,100001,2,1000,1,10
Pi,1,1,0.5,0.5,499,100001,2,20,1,10
Pi,2,1,0.5,0.5,499,100001,2,20,1,10
pp,1,1,0.9998,0.9986144140971224,499,100001,2,20,1,10
pp,2,1,2e-4,7.471750695450415e-4,499,100001,2,20,1,10
pp,1,2,2e-4,0.0013855859028775578,499,100001,2,20,1,10
pp,2,2,0.9998,0.999252824930455,499,100001,2,20,1,10
s,1,1,1,1,499,100001,2,20,1,10
Pi,1,1,0.5,0.5,500,100001,2,100,1,10
Pi,2,1,0.5,0.5,500,100001,2,100,1,10
pp,1,1,0.999,0.9923033013503458,500,100001,2,100,1,10
pp,2,1,0.001,0.004509516583863535,500,100001,2,100,1,10
pp,1,2,0.001,0.007696698649654209,500,100001,2,100,1,10
pp,2,2,0.999,0.9954904834161366,500,100001,2,100,1,10
s,1,1,1,1,500,100001,2,100,1,10
Pi,1,1,0.5,0.5,501,100001,2,2,1,10
Pi,2,1,0.5,0.5,501,100001,2,2,1,10
pp,1,1,0.99998,0.9998626099075956,501,100001,2,2,1,10
pp,2,1,2e-5,1.1092615721908024e-4,501,100001,2,2,1,10
pp,1,2,2e-5,1.3739009240433086e-4,501,100001,2,2,1,10
pp,2,2,0.99998,0.9998890738427809,501,100001,2,2,1,10
s,1,1,1,1,501,100001,2,2,1,10
Pi,1,1,0.5,0.5,502,100001,2,10,1,10
Pi,2,1,0.5,0.5,502,100001,2,10,1,10
pp,1,1,0.9999,0.9991337032339828,502,100001,2,10,1,10
pp,2,1,1e-4,4.346554258008983e-4,502,100001,2,10,1,10
pp,1,2,1e-4,8.66296766017328e-4,502,100001,2,10,1,10
pp,2,2,0.9999,0.999565344574199,502,100001,2,10,1,10
s,1,1,1,1,502,100001,2,10,1,10
Pi,1,1,0.5,0.5,503,100001,2,2,1,10
Pi,2,1,0.5,0.5,503,100001,2,2,1,10
pp,1,1,0.99998,0.9998046821847637,503,100001,2,2,1,10
pp,2,1,2e-5,3.6593197794232416e-5,503,100001,2,2,1,10
pp,1,2,2e-5,1.9531781523621675e-4,503,100001,2,2,1,10
pp,2,2,0.99998,0.9999634068022059,503,100001,2,2,1,10
s,1,1,1,1,503,100001,2,2,1,10
Pi,1,1,0.5,0.5,504,100001,2,500,1,10
Pi,2,1,0.5,0.5,504,100001,2,500,1,10
pp,1,1,0.995,0.9558841065617926,504,100001,2,500,1,10
pp,2,1,0.005,0.012894094774509484,504,100001,2,500,1,10
pp,1,2,0.005,0.04411589343820742,504,100001,2,500,1,10
pp,2,2,0.995,0.9871059052254905,504,100001,2,500,1,10
s,1,1,1,1,504,100001,2,500,1,10
Pi,1,1,0.5,0.5,505,100001,2,50,1,10
Pi,2,1,0.5,0.5,505,100001,2,50,1,10
pp,1,1,0.9995,0.9958412633052063,505,100001,2,50,1,10
pp,2,1,5e-4,0.0014863185593862612,505,100001,2,50,1,10
pp,1,2,5e-4,0.004158736694793784,505,100001,2,50,1,10
pp,2,2,0.9995,0.9985136814406137,505,100001,2,50,1,10
s,1,1,1,1,505,100001,2,50,1,10
Pi,1,1,0.5,0.5,506,100001,2,5,1,10
Pi,2,1,0.5,0.5,506,100001,2,5,1,10
pp,1,1,0.99995,0.9995962858307369,506,100001,2,5,1,10
pp,2,1,5e-5,4.503958927088886e-4,506,100001,2,5,1,10
pp,1,2,5e-5,4.037141692631664e-4,506,100001,2,5,1,10
pp,2,2,0.99995,0.9995496041072912,506,100001,2,5,1,10
s,1,1,1,1,506,100001,2,5,1,10
Pi,1,1,0.5,0.5,507,100001,2,200,1,10
Pi,2,1,0.5,0.5,507,100001,2,200,1,10
pp,1,1,0.998,0.9966699362544876,507,100001,2,200,1,10
pp,2,1,0.002,0.009889122382108461,507,100001,2,200,1,10
pp,1,2,0.002,0.0033300637455123856,507,100001,2,200,1,10
pp,2,2,0.998,0.9901108776178915,507,100001,2,200,1,10
s,1,1,1,1,507,100001,2,200,1,10
Pi,1,1,0.5,0.5,508,100001,2,20,1,10
Pi,2,1,0.5,0.5,508,100001,2,20,1,10
pp,1,1,0.9998,0.9980484708856217,508,100001,2,20,1,10
pp,2,1,2e-4,6.305991447625528e-4,508,100001,2,20,1,10
pp,1,2,2e-4,0.001951529114378391,508,100001,2,20,1,10
pp,2,2,0.9998,0.9993694008552375,508,100001,2,20,1,10
s,1,1,1,1,508,100001,2,20,1,10
Pi,1,1,0.5,0.5,509,100001,2,50,1,10
Pi,2,1,0.5,0.5,509,100001,2,50,1,10
pp,1,1,0.9995,0.9993070846367479,509,100001,2,50,1,10
pp,2,1,5e-4,8.055395964779027e-4,509,100001,2,50,1,10
pp,1,2,5e-4,6.929153632521153e-4,509,100001,2,50,1,10
pp,2,2,0.9995,0.9991944604035222,509,100001,2,50,1,10
s,1,1,1,1,509,100001,2,50,1,10
Pi,1,1,0.5,0.5,510,100001,2,500,1,10
Pi,2,1,0.5,0.5,510,100001,2,500,1,10
pp,1,1,0.995,0.9595443132107242,510,100001,2,500,1,10
pp,2,1,0.005,0.03974561371927589,510,100001,2,500,1,10
pp,1,2,0.005,0.040455686789275795,510,100001,2,500,1,10
pp,2,2,0.995,0.960254386280724,510,100001,2,500,1,10
s,1,1,1,1,510,100001,2,500,1,10
Pi,1,1,0.5,0.5,511,100001,2,50,1,10
Pi,2,1,0.5,0.5,511,100001,2,50,1,10
pp,1,1,0.9995,0.9999025043055842,511,100001,2,50,1,10
pp,2,1,5e-4,0.0017622608978033665,511,100001,2,50,1,10
pp,1,2,5e-4,9.749569441578128e-5,511,100001,2,50,1,10
pp,2,2,0.9995,0.9982377391021967,511,100001,2,50,1,10
s,1,1,1,1,511,100001,2,50,1,10
Pi,1,1,0.5,0.5,512,100001,2,50,1,10
Pi,2,1,0.5,0.5,512,100001,2,50,1,10
pp,1,1,0.9995,0.9961701369702765,512,100001,2,50,1,10
pp,2,1,5e-4,5.196240830284723e-4,512,100001,2,50,1,10
pp,1,2,5e-4,0.003829863029723472,512,100001,2,50,1,10
pp,2,2,0.9995,0.9994803759169715,512,100001,2,50,1,10
s,1,1,1,1,512,100001,2,50,1,10
Pi,1,1,0.5,0.5,513,100001,2,1000,1,10
Pi,2,1,0.5,0.5,513,100001,2,1000,1,10
pp,1,1,0.99,0.9791247052284602,513,100001,2,1000,1,10
pp,2,1,0.01,0.04511569225384956,513,100001,2,1000,1,10
pp,1,2,0.01,0.02087529477153979,513,100001,2,1000,1,10
pp,2,2,0.99,0.9548843077461505,513,100001,2,1000,1,10
s,1,1,1,1,513,100001,2,1000,1,10
Pi,1,1,0.5,0.5,514,100001,2,200,1,10
Pi,2,1,0.5,0.5,514,100001,2,200,1,10
pp,1,1,0.998,0.9966550796495844,514,100001,2,200,1,10
pp,2,1,0.002,0.0063192327756033595,514,100001,2,200,1,10
pp,1,2,0.002,0.0033449203504156964,514,100001,2,200,1,10
pp,2,2,0.998,0.9936807672243967,514,100001,2,200,1,10
s,1,1,1,1,514,100001,2,200,1,10
Pi,1,1,0.5,0.5,515,100001,2,1,1,10
